Name,StrikesLandedPerMin,StrikesAbsorbedPerMin,TakedownsPer15Min,OpponentTakedownsPer15Min,SubmissionsPer15Min,ControlPer15Min,StrikingAccuracyPct,StrikeDefencePct,TakedownAccuracyPct,TakedownDefencePct,Elo,DOB,Height,Weight,Reach,Stance
Cain Carrizosa,2.72,5.8,0.0,5.56,0.0,54.63,42.31,51.04,0.0,14.29,878.83,1986-07-22,68.0,155.0,,Orthodox
Damon Jackson,2.96,3.47,2.3,1.97,1.2,371.83,42.87,49.15,32.81,37.93,1031.27,1988-08-08,71.0,145.0,71.0,Switch
Shayna Baszler,1.02,9.36,1.69,0.0,1.69,196.24,23.68,30.83,16.67,100.0,914.95,1980-08-08,67.0,135.0,,Orthodox
Joe Soto,3.36,5.37,0.85,1.27,1.91,94.89,41.75,67.07,21.05,70.0,997.22,1987-03-22,66.0,135.0,65.0,Orthodox
Tateki Matsuda,3.2,3.43,0.0,2.5,0.0,58.0,34.53,69.16,0.0,16.67,891.92,1986-02-27,67.0,125.0,,Orthodox
Larissa Pacheco,1.21,4.14,0.0,1.29,0.0,24.6,19.18,55.56,0.0,0.0,901.75,1994-09-07,67.0,135.0,,Orthodox
Wendell Oliveira Marques,3.77,4.4,0.0,0.0,0.0,224.53,47.62,47.76,0.0,100.0,887.07,1983-06-01,70.0,170.0,,Orthodox
Johnny Case,3.95,2.66,1.7,1.14,0.19,218.89,38.83,61.43,45.0,72.73,1046.64,1989-06-28,70.0,155.0,72.0,Orthodox
Masanori Kanehara,1.91,1.43,1.62,1.62,1.21,437.69,54.62,66.67,66.67,63.64,945.25,1982-11-19,67.0,135.0,67.0,Orthodox
Rin Nakai,1.57,3.9,3.0,0.5,0.5,284.0,33.81,60.61,18.75,75.0,880.14,1986-10-22,61.0,135.0,,Orthodox
Eddie Alvarez,4.49,5.32,2.02,0.0,0.17,175.72,41.24,53.76,26.09,100.0,1204.32,1984-01-11,69.0,155.0,69.0,Orthodox
Marcin Bandel,0.79,5.26,0.0,0.0,0.0,187.5,50.0,23.08,0.0,100.0,892.48,1989-10-10,70.0,155.0,,Orthodox
Charles Rosa,3.08,3.86,1.67,2.59,1.0,128.3,36.29,47.18,35.09,38.0,884.97,1986-08-24,69.0,145.0,69.0,Switch
Scott Askham,3.03,3.52,0.44,1.55,0.67,104.49,46.17,52.11,18.18,65.0,896.12,1988-05-20,75.0,185.0,75.0,Southpaw
Jan Blachowicz,3.44,3.03,1.03,0.97,0.32,126.69,49.79,52.97,48.72,69.49,1297.91,1983-02-24,74.0,205.0,78.0,Orthodox
Matt Dwyer,2.57,3.24,0.44,0.88,0.0,84.88,34.24,54.51,10.0,60.0,905.57,1989-12-17,76.0,170.0,76.0,Orthodox
Chris Kelades,2.4,2.64,1.04,3.11,0.26,177.88,43.71,48.66,18.18,53.85,1007.99,1981-02-21,67.0,125.0,68.0,Orthodox
Paul Felder,3.7,3.44,0.29,1.89,0.22,111.55,44.62,48.77,28.57,64.86,1186.79,1984-04-25,71.0,155.0,70.0,Orthodox
Roman Salazar,1.94,2.89,1.77,0.88,0.0,280.26,39.29,57.02,18.18,50.0,867.88,1988-02-21,67.0,135.0,,Orthodox
Christos Giagos,3.03,3.21,2.84,1.42,0.39,269.39,41.82,50.79,36.67,52.17,962.34,1990-01-23,70.0,155.0,71.0,Orthodox
Daniel Kelly,3.62,4.64,1.86,0.62,0.31,166.01,38.8,61.69,34.29,78.95,1058.7,1977-10-31,72.0,185.0,70.0,Southpaw
Thomas Almeida,4.84,4.92,0.17,1.17,0.0,9.84,43.5,61.78,14.29,75.86,965.83,1991-07-31,67.0,145.0,70.0,Southpaw
Diego Rivas,1.37,2.14,1.79,1.49,0.89,185.48,40.35,52.0,60.0,64.29,980.29,1991-11-11,68.0,145.0,69.0,Orthodox
Rodolfo Rubio Perez,1.13,1.0,2.0,2.0,0.0,193.0,36.17,62.5,33.33,33.33,942.0,1987-01-29,65.0,145.0,,Orthodox
Nina Nunes,4.39,3.47,0.24,1.82,0.49,105.71,45.17,55.56,33.33,73.68,1108.75,1985-12-03,65.0,115.0,64.0,Orthodox
Jorge de Oliveira,1.26,4.84,0.0,5.77,0.0,0.0,31.94,48.54,0.0,22.22,877.61,1980-01-22,68.0,155.0,,Orthodox
Leon Edwards,2.41,2.23,1.09,1.89,0.34,169.56,54.19,53.11,36.11,63.71,1495.66,1991-08-25,74.0,170.0,74.0,Southpaw
Marco Beltran,2.07,1.93,0.7,1.62,0.23,115.95,37.54,63.34,50.0,46.15,936.39,1986-05-18,68.0,125.0,69.0,Orthodox
Marlon Vera,4.02,5.05,0.48,1.05,0.78,79.79,49.13,50.07,39.29,72.73,1284.53,1992-12-02,68.0,135.0,70.0,Switch
Henry Briones,3.47,4.68,0.0,2.92,0.58,12.57,42.69,53.22,0.0,52.38,875.06,1980-10-22,68.0,135.0,69.0,Orthodox
Guido Cannetti,3.44,2.84,2.27,2.27,0.41,202.59,55.31,51.42,55.0,64.52,974.37,1979-12-19,66.0,135.0,68.0,Southpaw
Gabriel Benitez,5.26,4.49,0.22,2.48,0.86,36.13,41.68,63.91,50.0,55.77,900.89,1988-06-15,68.0,155.0,71.0,Southpaw
Humberto Brown Morrison,1.71,2.19,1.43,0.0,0.0,524.29,50.0,62.3,25.0,100.0,942.0,1984-11-03,70.0,145.0,,Nan
Alejandro Perez,3.45,3.18,0.54,0.97,0.32,57.25,35.64,61.73,22.73,70.97,1069.55,1989-09-02,66.0,135.0,65.0,Orthodox
Jose Quinonez,3.6,3.0,2.7,1.27,0.63,219.57,45.47,64.01,47.22,42.86,1004.05,1990-07-28,68.0,135.0,69.0,Southpaw
Yair Rodriguez,4.35,3.54,0.66,1.85,0.6,70.89,46.95,52.8,29.41,59.42,1327.47,1992-10-06,71.0,145.0,71.0,Orthodox
Leonardo Morales,2.05,2.05,0.0,2.56,0.0,116.98,47.37,58.14,0.0,62.5,884.0,1992-12-22,68.0,135.0,,Southpaw
Hector Urbina,0.97,2.44,0.0,6.11,3.82,80.98,38.78,39.24,0.0,38.46,941.68,1987-09-17,71.0,170.0,73.0,Orthodox
Augusto Montano,3.46,2.66,0.0,3.51,0.0,38.21,46.09,56.67,0.0,66.67,942.77,1984-10-25,73.0,170.0,73.0,Orthodox
Dooho Choi,4.67,4.02,1.43,2.24,0.61,187.13,56.39,56.08,53.85,47.62,1117.59,1991-04-10,70.0,145.0,70.0,Orthodox
Paige VanZant,3.35,2.62,1.27,3.35,0.96,322.3,52.07,42.56,33.33,34.38,1017.63,1994-03-26,64.0,115.0,65.0,Orthodox
Kailin Curran,3.89,4.75,2.0,2.73,0.55,331.15,43.84,53.45,57.89,61.54,799.66,1991-04-11,64.0,115.0,65.0,Orthodox
Josh Copeland,1.03,3.01,0.0,1.6,0.0,5.32,31.52,55.26,0.0,57.14,916.57,1982-10-20,73.0,265.0,,Orthodox
Ashlee Evans-Smith,4.03,4.59,0.95,2.03,0.0,109.99,34.07,53.86,22.58,50.0,842.36,1987-07-09,68.0,135.0,67.0,Orthodox
Justin Jones,1.7,3.17,1.0,3.5,0.5,281.5,36.17,45.09,15.38,46.15,892.98,1987-09-06,71.0,185.0,,Orthodox
Emily Kagan,2.6,5.29,1.86,0.62,0.0,379.7,36.84,38.46,14.29,50.0,874.41,1981-07-14,63.0,115.0,,Nan
Angela Hill,5.47,4.92,0.81,1.2,0.12,135.09,50.09,61.05,32.81,75.2,1146.58,1985-01-12,63.0,115.0,64.0,Orthodox
Aisling Daly,2.92,1.4,2.15,1.72,0.86,544.39,52.04,55.86,41.67,33.33,1033.05,1987-12-24,62.0,115.0,64.0,Orthodox
Alex Chambers,2.97,5.1,2.31,2.31,0.99,205.38,54.0,50.53,41.18,53.33,866.04,1978-10-25,63.0,115.0,63.0,Southpaw
Tecia Torres,4.74,3.59,0.66,1.68,0.07,177.26,48.85,61.37,14.75,61.67,1099.7,1989-08-16,61.0,115.0,60.0,Orthodox
Angela Magana,1.53,4.92,0.4,2.02,0.4,193.15,28.5,42.09,25.0,28.57,843.8,1983-08-02,61.0,115.0,65.0,Orthodox
Joanne Wood,6.63,4.56,1.42,1.05,0.3,157.35,51.47,51.48,55.88,58.82,1095.3,1985-12-23,66.0,125.0,65.0,Orthodox
Seo Hee Ham,4.2,5.15,0.0,0.75,0.25,58.75,39.69,61.13,0.0,66.67,885.74,1987-03-08,62.0,115.0,62.0,Southpaw
Bec Rawlings,4.48,5.66,0.71,1.07,0.36,134.84,42.81,57.32,40.0,68.42,856.26,1989-02-11,66.0,125.0,64.0,Orthodox
Heather Clark,3.69,5.62,0.33,0.33,0.33,303.33,49.11,50.68,4.17,80.0,942.43,1980-09-19,66.0,115.0,64.0,Orthodox
Felice Herrig,3.84,5.19,1.08,0.68,0.81,227.4,37.58,48.1,28.57,75.0,925.63,1984-09-18,64.0,115.0,65.0,Orthodox
Lisa Ellis,0.9,2.37,3.68,1.23,1.23,296.73,50.0,46.3,50.0,0.0,884.0,1982-11-15,64.0,115.0,,Nan
Jessica Penne,2.99,6.3,1.1,1.24,0.14,170.95,34.14,43.69,14.04,47.06,881.85,1983-01-30,65.0,115.0,67.0,Orthodox
Randa Markos,2.97,3.1,1.12,1.78,0.2,233.62,43.65,58.71,28.81,52.63,930.68,1985-08-10,64.0,115.0,63.0,Orthodox
Carla Esparza,2.19,2.87,3.28,1.27,0.27,254.51,39.45,54.39,36.3,47.22,1199.51,1987-10-10,61.0,115.0,63.0,Orthodox
Rose Namajunas,3.71,3.48,1.46,1.35,0.39,168.37,42.09,63.71,50.98,61.29,1282.58,1992-06-29,65.0,115.0,65.0,Orthodox
Anthony Birchak,3.93,3.67,0.48,3.83,0.48,106.81,36.61,56.77,14.29,61.9,902.65,1986-05-16,68.0,135.0,69.0,Orthodox
Henry Cejudo,3.45,3.12,1.66,0.66,0.13,167.36,47.07,59.67,31.25,76.19,1322.55,1987-02-09,64.0,135.0,64.0,Orthodox
Bryan Barberena,5.35,4.59,0.13,4.18,0.27,70.22,48.04,44.18,22.22,50.0,989.47,1989-05-03,72.0,170.0,72.0,Southpaw
Willie Gates,1.8,4.28,0.0,3.63,0.4,161.43,38.95,38.85,0.0,67.86,901.82,1987-01-21,68.0,125.0,72.0,Orthodox
Jake Collier,5.8,5.08,0.71,1.11,0.61,137.47,44.27,50.78,33.33,67.65,858.54,1988-10-25,75.0,230.0,78.0,Orthodox
Renato Moicano,4.36,3.55,1.82,0.91,0.55,199.88,48.91,60.69,44.44,71.43,1350.86,1989-05-21,71.0,155.0,72.0,Orthodox
Antonio Dos Santos,5.4,3.94,0.0,0.0,0.0,258.35,51.06,43.55,0.0,100.0,876.38,1988-07-21,70.0,185.0,,Orthodox
Marion Reneau,3.2,3.52,0.62,2.02,0.79,105.81,41.65,59.88,63.64,50.0,900.59,1977-06-20,66.0,135.0,68.0,Orthodox
Jared Cannonier,4.6,4.49,0.46,1.37,0.0,75.22,50.02,56.63,44.44,64.18,1330.35,1984-03-16,71.0,185.0,77.0,Switch
Cody Garbrandt,2.98,3.76,1.03,0.41,0.0,52.23,40.71,60.13,34.48,80.0,1163.78,1991-07-07,68.0,125.0,65.0,Orthodox
Frankie Perez,1.64,2.17,1.75,4.56,0.35,154.56,41.67,54.41,41.67,50.0,915.24,1989-05-11,71.0,155.0,73.0,Orthodox
Ron Stallings,3.22,3.26,0.0,2.3,0.0,42.56,60.87,51.15,0.0,71.43,941.04,1983-01-25,74.0,170.0,75.0,Southpaw
Konstantin Erokhin,1.07,1.83,0.0,3.0,0.0,5.0,36.78,47.12,0.0,70.0,884.46,1983-01-31,71.0,230.0,,Orthodox
Paul Redmond,0.72,2.99,0.0,1.66,0.0,0.0,34.21,41.94,0.0,50.0,903.25,1986-10-20,70.0,145.0,,Orthodox
Anthony Christodoulou,2.19,5.9,0.0,2.46,0.0,37.7,26.67,45.18,0.0,40.0,900.72,1987-07-30,69.0,155.0,,Orthodox
Makwan Amirkhani,1.33,2.98,3.96,1.05,1.05,312.54,44.19,46.07,43.04,35.71,968.93,1988-11-08,70.0,145.0,72.0,Southpaw
Sultan Aliev,1.41,2.2,1.76,0.0,0.0,367.8,45.8,56.68,38.46,100.0,1058.12,1984-09-17,71.0,170.0,74.0,Orthodox
Cody Pfister,1.41,2.8,2.82,1.76,0.0,345.18,25.97,51.82,30.77,0.0,893.62,1990-07-12,70.0,155.0,73.0,Orthodox
Masio Fullen,2.46,3.5,0.47,1.89,0.0,48.76,32.1,54.32,33.33,69.23,931.9,1986-10-06,70.0,145.0,70.0,Orthodox
Alex Torres,2.47,2.73,2.0,1.0,0.0,195.0,37.37,69.4,22.22,50.0,942.0,1988-05-29,70.0,145.0,,Orthodox
Holly Holm,3.13,2.92,0.87,0.52,0.06,216.53,40.76,55.01,30.0,76.32,1036.67,1981-10-17,68.0,135.0,69.0,Southpaw
Joe Duffy,2.68,3.78,0.96,2.15,0.72,85.67,34.36,54.6,66.67,64.0,974.9,1988-02-18,70.0,155.0,73.0,Orthodox
Bentley Syler,1.3,1.73,0.0,2.59,0.0,0.0,18.99,79.59,0.0,75.0,942.0,1982-12-22,64.0,125.0,,Orthodox
Fredy Serrano,1.58,1.89,2.84,0.71,0.0,125.18,26.8,61.9,25.0,84.62,958.8,1979-09-22,63.0,125.0,65.0,Orthodox
Alex Oliveira,2.93,2.5,2.31,1.19,0.56,291.3,51.14,46.67,38.37,63.83,948.29,1988-02-21,71.0,170.0,76.0,Orthodox
Shamil Abdurakhimov,2.41,3.02,1.01,1.73,0.14,106.41,44.27,55.46,23.33,45.45,1004.87,1981-09-02,75.0,235.0,76.0,Orthodox
Timothy Johnson,3.43,3.08,1.09,0.72,0.0,367.57,45.3,44.44,24.0,69.23,1066.81,1985-03-13,75.0,265.0,77.0,Southpaw
Taylor Lapilus,4.59,2.61,0.27,2.15,0.27,108.63,48.08,62.79,33.33,77.46,1161.94,1992-04-08,66.0,135.0,73.0,Southpaw
Rocky Lee,2.47,5.33,1.0,2.0,0.0,225.0,51.39,44.06,10.0,33.33,942.0,1987-04-08,69.0,145.0,,Orthodox
Stevie Ray,3.73,2.93,0.75,1.5,0.62,117.19,44.94,54.74,46.15,55.56,1138.59,1990-03-25,70.0,155.0,70.0,Southpaw
Izabela Badurek,3.74,4.9,1.75,0.0,0.0,330.93,71.11,32.26,12.5,100.0,942.0,1991-07-11,65.0,115.0,,Orthodox
Aleksandra Albu,4.83,5.56,2.27,1.52,0.38,144.76,47.16,38.55,50.0,77.78,954.66,1990-07-14,62.0,115.0,63.0,Orthodox
Damian Stasiak,1.86,3.1,2.64,1.83,0.61,206.16,36.34,52.88,35.14,43.75,903.68,1990-02-20,65.0,135.0,70.0,Orthodox
Mickael Lebout,2.6,2.98,0.0,2.0,0.0,154.67,34.93,54.27,0.0,60.0,974.16,1987-08-16,71.0,155.0,73.0,Orthodox
Bartosz Fabinski,2.23,1.46,7.1,0.3,0.0,713.14,68.07,51.32,70.59,80.0,985.37,1986-04-26,72.0,170.0,75.0,Orthodox
Garreth McLellan,3.56,2.94,1.15,4.32,0.86,245.9,54.41,45.16,22.22,34.78,866.01,1982-09-01,73.0,185.0,72.0,Southpaw
Maryna Moroz,4.05,4.49,0.64,1.1,0.55,171.35,33.6,51.87,24.14,42.86,960.32,1991-09-08,67.0,125.0,67.0,Orthodox
Shane Campbell,3.99,3.19,1.36,2.04,0.0,195.09,59.86,55.1,28.57,82.35,878.7,1987-01-21,72.0,155.0,71.0,Orthodox
Ben Nguyen,3.51,3.01,0.25,3.51,1.0,96.1,40.08,59.37,33.33,63.16,1021.69,1988-08-03,65.0,125.0,65.0,Switch
Jonavin Webb,1.47,2.27,2.5,1.5,1.0,107.0,30.56,64.95,31.25,40.0,886.8,1989-04-28,70.0,170.0,,Orthodox
Levan Makashvili,2.87,2.07,3.67,1.0,0.0,271.67,54.66,61.41,42.31,85.0,1030.79,1989-01-07,68.0,145.0,68.0,Orthodox
Islam Makhachev,2.53,1.56,3.26,0.18,1.15,433.69,57.93,61.48,54.41,90.91,1674.0,1991-10-27,70.0,155.0,70.0,Southpaw
Leo Kuntz,1.68,3.8,1.99,2.65,0.66,254.49,32.76,45.91,25.0,33.33,885.09,1983-10-03,70.0,155.0,,Orthodox
Tom Breese,3.34,2.81,0.0,1.33,1.07,142.81,50.95,60.5,0.0,70.59,1087.77,1991-09-26,75.0,185.0,73.0,Southpaw
Ericka Almeida,1.07,3.33,0.5,2.5,0.0,106.5,39.51,43.5,33.33,37.5,891.87,1989-03-05,66.0,115.0,,Orthodox
Elizeu Zaleski dos Santos,4.26,3.52,0.75,1.58,0.45,114.69,41.79,56.41,20.83,68.66,1163.37,1986-12-11,71.0,170.0,73.0,Orthodox
Nicolas Dalby,4.05,3.69,0.98,1.87,0.08,191.17,43.6,52.48,27.91,58.93,1149.39,1984-11-16,71.0,170.0,74.0,Orthodox
Darren Till,2.3,3.31,0.55,1.47,0.0,58.89,46.82,56.28,46.15,69.81,1175.01,1992-12-24,72.0,185.0,74.0,Southpaw
Magomed Mustafaev,2.59,2.68,3.31,4.14,0.41,239.59,58.75,41.21,50.0,23.08,1053.05,1988-08-02,68.0,155.0,71.0,Orthodox
Arnold Allen,3.45,2.88,0.93,1.44,0.34,110.14,41.54,61.63,47.83,75.0,1356.71,1994-01-22,68.0,145.0,70.0,Southpaw
Lukasz Sajewski,2.06,3.88,1.01,1.52,0.0,158.02,35.88,57.72,25.0,66.67,865.3,1990-11-27,68.0,155.0,71.0,Orthodox
Steve Kennedy,2.28,5.52,2.51,1.67,0.0,244.01,35.96,45.9,33.33,0.0,876.92,1983-03-07,71.0,170.0,,Orthodox
Sirwan Kakai,3.57,4.63,4.0,0.5,0.0,216.5,41.31,62.13,42.11,83.33,995.95,1989-10-03,65.0,135.0,,Orthodox
Steve Montgomery,4.85,4.12,0.0,4.23,0.0,1.69,39.27,47.86,0.0,64.29,902.2,1990-12-19,76.0,185.0,,Southpaw
Tony Sims,1.81,0.76,0.71,4.28,0.71,71.37,63.33,65.96,50.0,50.0,968.5,1985-10-14,71.0,155.0,70.0,Southpaw
Lewis Gonzalez,1.4,1.87,2.0,3.0,0.0,280.0,37.5,41.67,33.33,62.5,931.44,1987-09-19,70.0,170.0,,Orthodox
Joe Merritt,1.53,0.73,0.0,5.0,0.0,150.0,58.97,66.67,0.0,68.75,948.12,1984-03-07,72.0,170.0,,Orthodox
Steve Bosse,5.99,5.38,0.92,0.0,0.0,149.54,52.97,50.56,33.33,100.0,1066.28,1981-07-29,71.0,205.0,72.0,Orthodox
Dominic Waters,0.48,2.53,4.07,2.26,0.0,367.5,23.19,39.57,52.94,28.57,890.15,1989-04-11,73.0,170.0,79.0,Orthodox
Michelle Waterson,3.78,4.49,1.29,0.69,0.69,178.34,47.71,49.38,28.85,68.0,1076.36,1986-01-06,63.0,115.0,62.0,Orthodox
Michael Graves,1.25,1.47,4.8,0.4,0.4,515.77,54.02,58.65,52.17,66.67,1081.09,1991-01-08,70.0,170.0,71.0,Orthodox
Vicente Luque,4.46,4.6,0.88,1.38,0.63,124.49,51.97,52.5,53.85,62.71,1331.81,1991-11-27,71.0,170.0,75.0,Orthodox
Kamaru Usman,4.6,2.84,3.05,0.05,0.1,415.98,52.23,54.33,45.74,97.3,1535.66,1987-05-11,72.0,170.0,76.0,Switch
Hayder Hassan,2.11,3.16,0.0,10.55,0.0,0.0,46.15,48.08,0.0,25.0,884.0,1982-10-20,70.0,170.0,,Nan
Lyman Good,5.34,4.01,0.27,1.37,0.0,23.25,48.75,63.03,100.0,75.0,1073.76,1985-05-26,72.0,170.0,74.0,Orthodox
Chris de la Rocha,4.08,6.37,2.02,1.01,1.01,282.64,45.66,43.92,30.77,33.33,892.98,1979-05-15,75.0,250.0,80.0,Orthodox
Jimmie Rivera,4.03,3.9,0.88,0.22,0.11,63.93,40.35,60.13,27.59,92.59,1161.16,1989-06-29,64.0,135.0,68.0,Orthodox
Teemu Packalen,2.57,3.91,2.31,0.0,1.54,157.33,54.35,47.95,25.0,100.0,908.92,1987-05-22,73.0,155.0,75.0,Orthodox
Cortney Casey,4.29,4.0,0.39,2.29,0.47,52.24,39.14,55.16,31.25,39.58,914.31,1987-05-05,67.0,125.0,67.0,Orthodox
Dominique Steele,2.47,2.64,2.94,1.07,0.0,337.3,48.6,51.63,36.67,77.78,875.32,1988-01-27,70.0,170.0,74.0,Orthodox
Andrew Holbrook,2.2,3.0,0.85,3.82,2.12,159.4,49.37,54.11,18.18,10.0,935.35,1986-02-06,71.0,155.0,70.0,Southpaw
Jessica Aguilar,4.93,7.19,0.94,1.18,0.24,159.23,50.65,53.83,25.0,50.0,874.84,1982-05-08,63.0,115.0,63.0,Orthodox
Reginaldo Vieira,3.76,2.89,1.97,1.18,0.79,219.09,40.74,59.11,27.78,25.0,951.46,1982-11-26,67.0,135.0,65.0,Orthodox
Dileno Lopes,2.37,3.33,2.5,0.0,1.5,236.5,36.22,53.92,31.25,100.0,887.46,1984-09-26,65.0,135.0,,Nan
Glaico Franca Moreira,2.35,3.46,2.68,2.35,0.34,245.27,42.51,47.28,42.11,76.67,961.87,1991-02-28,72.0,155.0,77.0,Orthodox
Fernando Bruno,1.75,1.78,2.02,3.53,0.5,243.9,39.1,48.04,22.22,56.25,902.61,1982-02-24,66.0,145.0,,Nan
Scott Holtzman,4.32,3.66,1.88,2.69,0.18,272.9,47.85,55.03,56.76,67.39,1016.25,1983-09-30,69.0,155.0,69.0,Orthodox
Jonathan Wilson,2.92,5.65,0.37,0.37,0.0,52.85,48.15,56.2,100.0,80.0,882.31,1987-07-17,74.0,205.0,75.0,Southpaw
Oluwale Bamgbose,2.45,2.7,0.94,2.35,0.0,66.37,48.15,55.44,33.33,37.5,861.16,1987-08-04,71.0,185.0,78.0,Switch
Geane Herrera,1.51,5.07,0.83,2.2,0.55,32.22,31.18,52.9,37.5,38.46,931.59,1990-05-27,65.0,125.0,66.0,Orthodox
Misha Cirkunov,3.86,3.06,4.15,0.73,1.71,255.26,51.86,57.75,39.53,76.92,935.67,1987-02-27,75.0,185.0,77.0,Orthodox
Daniel Jolly,1.07,4.81,0.0,8.01,0.0,98.81,35.29,15.62,0.0,25.0,875.97,1984-09-03,73.0,205.0,75.0,Orthodox
Joaquim Silva,3.66,4.53,0.39,2.07,0.78,50.83,43.44,53.17,50.0,69.23,1049.16,1989-02-05,68.0,155.0,69.0,Southpaw
Nazareno Malegarie,3.87,3.27,1.0,0.0,0.0,48.0,34.94,69.75,33.33,100.0,942.0,1986-05-16,68.0,155.0,,Nan
Roger Zapata,2.6,2.13,0.0,2.78,1.39,33.38,51.85,36.11,0.0,81.82,932.41,1986-05-09,71.0,170.0,,Southpaw
Yusuke Kasuya,2.17,4.34,1.36,2.04,0.0,69.23,44.04,48.94,33.33,0.0,901.8,1989-11-16,67.0,155.0,,Southpaw
Teruto Ishihara,3.26,3.63,0.5,2.98,0.0,84.48,44.7,53.66,16.67,30.77,898.13,1991-07-23,67.0,135.0,69.0,Southpaw
Sage Northcutt,3.58,1.96,1.81,2.81,0.6,156.0,52.35,58.99,34.62,41.67,1160.17,1996-03-01,72.0,170.0,71.0,Orthodox
Bruno Korea,2.01,3.42,0.0,3.35,0.0,0.0,34.18,40.26,0.0,25.0,942.0,1991-06-28,66.0,135.0,65.0,Nan
Matheus Nicolau,3.31,2.98,1.22,0.24,0.85,130.41,51.91,65.77,43.48,90.48,1064.07,1993-01-06,66.0,125.0,66.0,Orthodox
Anton Zafir,2.99,2.31,6.11,2.04,0.0,511.09,64.71,52.78,60.0,0.0,883.5,1987-05-10,71.0,170.0,,Orthodox
Cesar Arzamendia,5.37,5.2,7.32,0.0,2.44,182.93,45.21,56.16,75.0,100.0,885.89,1991-01-31,71.0,155.0,,Orthodox
Marco Polo Reyes,6.0,5.52,0.0,2.73,0.0,81.51,37.29,59.7,0.0,46.67,935.49,1984-11-07,71.0,155.0,71.0,Orthodox
Vernon Ramos Ho,4.0,8.0,0.0,0.0,0.0,0.0,25.0,55.56,0.0,100.0,942.0,1992-06-03,66.0,170.0,,Orthodox
Alvaro Herrera Mendoza,1.89,3.4,0.0,4.53,1.13,12.45,38.46,55.0,0.0,33.33,865.08,1990-05-14,72.0,155.0,74.0,Orthodox
Horacio Gutierrez,0.86,2.91,0.0,4.28,0.0,0.0,26.79,46.88,0.0,50.0,906.58,1990-09-15,70.0,145.0,,Nan
Enrique Barzola,3.91,2.97,4.2,0.7,0.3,267.7,41.57,68.7,45.65,66.67,1103.46,1989-04-28,67.0,145.0,70.0,Orthodox
Erick Montano,2.79,2.06,2.29,1.15,0.0,272.52,44.51,64.94,36.36,66.67,927.59,1985-11-19,72.0,170.0,73.0,Orthodox
Enrique Marin,1.43,3.0,2.5,1.0,1.0,327.5,33.08,50.55,38.46,60.0,898.9,1986-09-02,70.0,170.0,,Nan
Dong Hyun Ma,2.84,4.1,1.27,1.09,0.0,145.28,41.45,54.68,53.85,33.33,909.0,1988-09-09,71.0,155.0,70.0,Orthodox
Danny Roberts,3.18,3.72,0.24,2.0,0.24,135.56,39.55,50.98,9.52,57.5,981.2,1987-07-14,73.0,170.0,74.0,Southpaw
Nathan Coy,3.21,2.35,3.39,2.03,0.0,330.97,39.44,69.05,71.43,62.5,964.76,1978-07-24,70.0,170.0,69.0,Southpaw
Chris Gruetzemacher,6.18,4.96,0.21,3.08,0.0,64.7,57.09,52.86,50.0,65.91,994.35,1986-06-16,68.0,155.0,68.0,Orthodox
Abner Lloveras,6.27,6.87,2.0,0.0,0.0,171.0,49.74,43.41,20.0,100.0,942.0,1982-09-04,71.0,155.0,,Nan
Julian Erosa,6.1,6.18,1.86,1.64,0.76,141.78,48.24,49.52,44.74,61.54,1157.7,1989-07-31,73.0,145.0,74.0,Southpaw
Marcin Wrzosek,3.47,4.07,3.0,2.0,0.0,279.0,43.7,43.52,25.0,33.33,942.0,1987-10-14,69.0,155.0,,Nan
Jason Knight,2.95,3.02,1.31,2.36,1.7,149.0,33.73,51.61,31.25,47.06,960.97,1992-07-14,70.0,145.0,71.0,Orthodox
Artem Lobov,3.52,4.82,0.39,1.57,0.0,93.78,41.45,50.54,25.0,52.0,935.35,1986-08-11,69.0,145.0,65.0,Southpaw
Ryan Hall,2.38,1.33,0.22,0.22,2.22,175.2,50.0,65.91,9.09,0.0,1193.1,1985-02-22,70.0,145.0,70.0,Southpaw
Jocelyn Jones-Lybarger,2.96,4.83,0.34,0.69,0.0,87.29,31.16,56.22,25.0,81.82,841.39,1985-10-04,67.0,115.0,64.0,Orthodox
Francis Ngannou,2.9,2.68,0.95,2.09,0.38,133.37,41.26,41.92,62.5,71.79,1587.83,1986-09-05,76.0,250.0,83.0,Orthodox
Luis Henrique,1.81,2.22,3.09,0.41,1.03,414.05,43.56,47.06,36.59,50.0,894.38,1993-08-21,74.0,243.0,74.0,Orthodox
Valentina Shevchenko,3.05,2.0,2.55,0.56,0.3,260.16,52.37,63.34,60.2,75.93,1489.57,1988-03-07,65.0,125.0,66.0,Southpaw
Karolina Kowalkiewicz,5.54,5.51,0.31,1.07,0.19,96.01,43.33,57.76,22.73,74.63,1017.04,1985-10-15,63.0,115.0,64.0,Orthodox
Justine Kish,4.51,4.59,0.87,1.01,0.14,101.73,48.1,57.71,33.33,50.0,927.59,1988-04-13,65.0,125.0,64.0,Orthodox
Alex Morono,5.03,4.78,0.33,1.33,0.33,53.32,40.31,56.32,24.0,47.83,979.17,1990-08-16,71.0,170.0,72.0,Orthodox
Elvis Mutapcic,3.41,4.27,0.0,1.17,0.0,123.28,40.68,38.81,0.0,81.25,921.54,1986-07-19,72.0,185.0,72.0,Orthodox
